x1,x2
48.848600111038756,67.88205086929402
60.34330377098482,74.21568576522006
48.15567032317606,68.31392042958063
48.54678564371875,68.09045145064742
47.12460922828681,67.13227844776719
63.46003459193857,60.13412484443281
57.65085915565,73.06380021940544
57.68694516283421,76.31781836874954
64.16358824392853,58.47518543641856
60.7123522297608,73.48462415496783
62.930986503307174,59.58049468968053
46.98703052129758,66.81949980555784
48.42644629445637,68.1744924521744
58.266389544702484,73.63636522065293
59.43184590529941,72.7103278711958
64.77196558513602,58.50190310116266
47.40500323644282,67.01084194231859
63.43510784935343,58.5178449597501
58.1404199934093,75.14453332934967
58.733159033325144,74.54286192681379
47.26006939363547,68.78686092685835
64.78947743174832,57.22140883933715
46.580677617652384,68.66244481500624
59.024033515516784,74.12766379594183
59.176265783522574,74.81243622441255
57.8524183390146,74.43030496771809
58.113526180254986,73.78161176923999
57.96915444447669,73.87372309015556
65.00269531342641,60.104801961818715
64.47116701045654,58.95111094652157
48.427645600493435,69.04111584822903
47.60631252410295,69.17344777064542
47.76781880576156,68.73943251765357
60.519851275565735,73.28711146515433
47.48820621631123,66.99615858227682
64.96868757659111,57.93658025676535
64.53301836544588,59.45488709589185
47.02670174959433,68.10592075235667
63.752601512465375,58.96468148704038
64.72560221537016,59.1879360511008
63.79740080934541,59.305174444686955
64.18706579427572,57.60675097978661
57.44141125197763,73.70715124378826
62.78697115818653,58.35604670293204
64.57357346224413,60.03660445051248
64.17558420049974,57.74210681376398
64.67128421872083,59.58696704182539
48.99793828332019,68.31465144070259
60.166468330861825,73.18316233332443
64.78290501729371,59.3573715669589
59.57064149571298,73.96526203730949
58.67361096490743,73.55404998496368
65.28780028682633,59.51858169381895
59.369792248437776,75.44623770163024
59.91710637729343,74.45546506056242
64.45539435815594,59.57052897669878
63.94822506086252,58.684457738665344
48.4045984898422,67.42208512366095
47.1520365537661,67.54089025345384
65.86675811544816,58.21507734839289
48.595311514883406,68.03607766958787
47.12362006815256,68.23187732266726
48.58972626820268,67.72948401810265
48.27636634215239,67.15300529875319
57.63732477002151,74.81797743532367
59.84570444609887,74.46493911893039
64.71913699129442,59.35093354127488
63.84746913653676,58.23940399363612
48.32166093700115,68.82690884939049
49.150156683668584,68.83916544910947
59.0842023844121,72.69103916718778
60.165005904672896,75.19054712748148
59.29476282903379,73.70356468715565
48.21510878288154,70.3213681892389
59.667731711183166,73.47612789052222
46.764173710418994,68.10860026720997
63.71621392723887,59.684541743180596
59.70628305511013,73.51294723421603
49.389500785543575,68.03007667259769
46.52249225105159,66.75741663995713
47.39805835455004,66.48876694718926
58.235860094268375,74.05475072239206
58.72075490568327,74.00748981197721
59.12548181656526,73.23903164204775
61.556451302739916,75.70357092295414
58.484452107500175,73.94272535253985
58.715189571894776,75.66488876416885
64.85581551836398,57.99131606289525
59.30728458648761,74.56133591156353
64.46588347908622,59.11769765081287
58.17527684186607,74.06207933566334
64.31619610368874,59.05582455383362
63.21722138613268,57.609495211035274
48.683059518828195,67.46034427827175
64.44667113639291,60.121421688197984
48.197531167982085,67.85819407485397
60.08698850614936,74.20746953537149
62.42444719051011,59.34309037418272
60.34046732123297,74.21203288042692
47.98016578826775,68.22647438096882
58.10035844373578,74.63409384286693
49.99561508883305,68.88793850606045
50.617373554832554,69.82643970901321
64.98036277347833,58.97399809457624
58.358972511674764,75.04863749179938
58.99003840648604,75.58948804390019
48.58624158722223,69.09281192081339
58.25341289803245,75.15200049475825
64.57923658968285,58.89421201251595
65.11966562861956,58.16151585318485
59.368889229060294,73.62901206431206
60.42215084605408,74.29475596595775
60.20773517594709,74.42596856269938
59.00082635530959,71.32089991871783
47.98624422842796,66.90283375558865
48.14755931116278,69.18479515090313
60.06551011047166,74.77450480975887
48.3756979644814,69.65642773688386
58.69864749372786,74.21740843319009
65.82756904086443,58.24398591966743
59.02852180906754,74.52374682879012
64.19123432798254,58.64826941754671
47.88963534935908,67.8836766182103
57.153611294797486,74.76854202860804
60.92599456781768,75.83640174341804
63.97188085167405,60.16339177533516
48.529817619605545,68.12081293946615
49.18310984944035,69.08130387300285
48.139117459213494,70.32876651466954
58.66417069466453,74.56360037424653
60.303394261551816,74.68426118870906
48.136549438819586,69.0173348625818
60.49287494934634,75.02230670424035
58.16777983462906,75.2114059499193
48.068644406862305,68.408551223967
61.69713205114317,73.3070271507962
57.6246769027822,74.72252476626153
63.1010929016048,58.68137239424087
47.85772460061126,66.81329538719325
48.08966394946347,67.18153736514928
58.08668850172391,76.02517365313594
58.84750337944144,72.4824571285383
59.324973748134596,76.08038569516712
47.61800575926916,68.90519849506622
49.11984111418627,67.94376106418927
49.55090749979389,68.58683353947984
60.08303351799402,75.66888920308276
59.859381779493255,73.99680053281341
48.229513149230385,68.66963145011324
60.33568347267962,74.09944822728241
58.448769097540975,73.9569932803152
47.69847002861563,69.27984955936617
60.00729472380531,75.28924964508428
60.26904811504656,74.25193550503053
59.18631167729525,75.24722188559853
47.63313644595622,69.34704788974199
58.71888269280185,74.3988735317921
64.91927429675884,58.331980772210144
63.46633687954585,59.66460512615445
48.93098367924194,66.28393819433438
59.856345682777835,74.6461387379102
59.81947408423733,75.043951008548
59.00833554427795,74.46139456283483
58.288832014030774,74.41920805277873
60.8876998979506,72.29705794850422
59.37753324185667,74.52797114181598
47.82297936540303,67.69199571796445
58.70116550567484,75.90342002776356
64.46821340224098,59.43254940370081
63.92376888812744,58.328180109977936
64.19011729531408,58.721943375790524
49.58473989233827,68.18596240144285
49.13026295784815,68.72768268040248
48.04812032755768,67.4266111400086
48.327921434906614,70.11920209459444
59.61882400793033,74.81675507374975
66.77507208680393,60.809407857917456
59.13156990774833,74.18479818972781
58.204356095675195,73.86022661921906
47.366570403773814,66.68352984124324
59.49094032117408,74.94999665327104
59.9605056313119,74.1443678730026
60.05959843549114,73.9063231861292
62.74630727706622,57.26181951498702
64.78530036701476,59.44418192533502
60.16462130213607,75.39648180230053
49.814724243160725,66.48242396963288
64.30027878921783,59.90676309852915
48.24166988173716,68.78773786630383
58.422110783014745,74.68186017803357
62.825908937821595,60.96181122516512
48.448050340587706,68.43773495650464
65.27914211386354,56.99216285666276
49.47696772092614,69.03816897398696
49.0421338647536,70.34177450923855
59.85063095968022,73.40243095978403
57.02362844823262,75.2310952740154
49.386676157997464,66.04383519657851
63.44556245910631,58.57514877828523
63.52876331430604,58.14591206740653
59.535168516780004,74.04771455637265
47.35616005752322,69.01252677536206
63.490832986022774,58.9894023754359
60.67919936053952,72.86004457530348
59.601490331536084,75.34368201000147
45.134319080273805,69.01140773708002
46.331476136134526,67.06703723784445
46.479714966084295,69.52903226812458
63.35233412389576,57.07675446057997
58.12273035497349,75.33643968167577
48.344172408141034,67.1241046543205
61.132088030913735,75.36143736483325
59.76404035474033,74.509104778705
58.926369807406466,72.9501368603915
64.48784942710172,60.43738273080746
47.802370962822216,68.12226029372944
61.65252430415008,74.3247858218571
47.661438766843574,67.26797687627432
57.69510953402697,74.75432344891281
57.36253088567773,76.43153583487708
46.8763385989981,67.54415015078791
59.84699726609491,72.53730256251322
